"Дата","Критерий","Парам. №1","Парам. №2","Значение"
"05.09.2016","gender_age","М","21-24",1
"05.09.2016","gender_age","М","35-45",1
"05.09.2016","cities","Симферополь","",1
"05.09.2016","cities","Димитровград","",1
"05.09.2016","cities","Красноярск","",1
"05.09.2016","countries","Россия","",3
"05.09.2016","members","Вышедшие участники","",1
"04.09.2016","views","","",5
"04.09.2016","visitors","","",5
"04.09.2016","gender","Ж","",2
"04.09.2016","gender","М","",2
"04.09.2016","age","18-21","",1
"04.09.2016","age","21-24","",1
"04.09.2016","age","24-27","",1
"04.09.2016","gender_age","Ж","18-21",1
"04.09.2016","gender_age","Ж","24-27",1
"04.09.2016","gender_age","М","21-24",1
"04.09.2016","cities","Санкт-Петербург","",3
"04.09.2016","cities","Нур-Султан / Астана","",1
"04.09.2016","countries","Россия","",4
"04.09.2016","countries","Казахстан","",1
"03.09.2016","views","","",8
"03.09.2016","visitors","","",6
"03.09.2016","gender","М","",5
"03.09.2016","age","18-21","",1
"03.09.2016","age","21-24","",3
"03.09.2016","age","30-35","",1
"03.09.2016","gender_age","М","18-21",1
"03.09.2016","gender_age","М","21-24",3
"03.09.2016","gender_age","М","30-35",1
"03.09.2016","cities","Санкт-Петербург","",2
"03.09.2016","cities","Сыктывкар","",1
"03.09.2016","cities","Los Angeles","",1
"03.09.2016","cities","Калининград","",1
"03.09.2016","countries","Россия","",6
"02.09.2016","views","","",3
"02.09.2016","visitors","","",3
"02.09.2016","gender","Ж","",2
"02.09.2016","gender","М","",1
"02.09.2016","age","18-21","",1
"02.09.2016","age","21-24","",1
"02.09.2016","age","24-27","",1
"02.09.2016","gender_age","Ж","21-24",1
"02.09.2016","gender_age","Ж","24-27",1
"02.09.2016","gender_age","М","18-21",1
"02.09.2016","cities","Самара","",1
"02.09.2016","cities","Димитровград","",1
"02.09.2016","cities","Санкт-Петербург","",1
"02.09.2016","countries","Россия","",3
"01.09.2016","views","","",9
"01.09.2016","visitors","","",9
"01.09.2016","gender","Ж","",4
"01.09.2016","gender","М","",5
"01.09.2016","age","18-21","",5
"01.09.2016","age","21-24","",1
"01.09.2016","age","30-35","",1
"01.09.2016","gender_age","Ж","18-21",2
"01.09.2016","gender_age","М","18-21",3
"01.09.2016","gender_age","М","21-24",1
"01.09.2016","gender_age","М","30-35",1
"01.09.2016","cities","Санкт-Петербург","",5
"01.09.2016","cities","Калининград","",1
"01.09.2016","countries","Россия","",9
"31.08.2016","views","","",2
"31.08.2016","visitors","","",2
"31.08.2016","gender","Ж","",1
"31.08.2016","gender","М","",1
"31.08.2016","age","18-21","",1
"31.08.2016","age","21-24","",1
"31.08.2016","gender_age","Ж","18-21",1
"31.08.2016","gender_age","М","21-24",1
"31.08.2016","cities","Санкт-Петербург","",2
"31.08.2016","countries","Россия","",2
"30.08.2016","views","","",9
"30.08.2016","visitors","","",6
"30.08.2016","gender","Ж","",2
"30.08.2016","gender","М","",4
"30.08.2016","age","18-21","",2
"30.08.2016","age","21-24","",1
"30.08.2016","age","24-27","",1
"30.08.2016","gender_age","Ж","18-21",1
"30.08.2016","gender_age","М","18-21",1
"30.08.2016","gender_age","М","21-24",1
"30.08.2016","gender_age","М","24-27",1
"30.08.2016","cities","Санкт-Петербург","",4
"30.08.2016","cities","Демянск","",1
"30.08.2016","cities","Нур-Султан / Астана","",1
"30.08.2016","countries","Россия","",5
"30.08.2016","countries","Казахстан","",1
"30.08.2016","sections","Фотоальбомы","",1
"30.08.2016","members","Новые участники","",2
"29.08.2016","views","","",7
"29.08.2016","visitors","","",7
"29.08.2016","gender","Ж","",1
"29.08.2016","gender","М","",5
"29.08.2016","age","18-21","",3
"29.08.2016","age","30-35","",1
"29.08.2016","gender_age","М","18-21",3
"29.08.2016","gender_age","М","30-35",1
"29.08.2016","cities","Санкт-Петербург","",2
"29.08.2016","cities","Алматы","",1
"29.08.2016","cities","Севастополь","",1
"29.08.2016","cities","Москва","",1
"29.08.2016","countries","Россия","",5
"29.08.2016","countries","Казахстан","",1
"29.08.2016","countries","Украина","",1
"28.08.2016","views","","",15
"28.08.2016","visitors","","",9
"28.08.2016","gender","Ж","",5
"28.08.2016","gender","М","",4
"28.08.2016","age","18-21","",3
"28.08.2016","age","21-24","",2
"28.08.2016","age","24-27","",1
"28.08.2016","age","30-35","",2
"28.08.2016","gender_age","Ж","18-21",1
"28.08.2016","gender_age","Ж","21-24",1
"28.08.2016","gender_age","Ж","24-27",1
"28.08.2016","gender_age","Ж","30-35",1
"28.08.2016","gender_age","М","18-21",2
"28.08.2016","gender_age","М","21-24",1
"28.08.2016","gender_age","М","30-35",1
"28.08.2016","cities","Санкт-Петербург","",7
"28.08.2016","cities","Краснодар","",1
"28.08.2016","countries","Россия","",9
"28.08.2016","sections","Видеозаписи","",1
"28.08.2016","sections","Фотоальбомы","",3
"27.08.2016","views","","",13
"27.08.2016","visitors","","",3
"27.08.2016","gender","М","",3
"27.08.2016","age","18-21","",1
"27.08.2016","age","30-35","",2
"27.08.2016","gender_age","М","18-21",1
"27.08.2016","gender_age","М","30-35",2
"27.08.2016","cities","Кореновск","",1
"27.08.2016","cities","Екатеринбург","",1
"27.08.2016","cities","Санкт-Петербург","",1
"27.08.2016","countries","Россия","",3
"27.08.2016","members","Вышедшие участники","",1
"26.08.2016","views","","",6
"26.08.2016","visitors","","",4
"26.08.2016","gender","Ж","",1
"26.08.2016","gender","М","",3
"26.08.2016","age","18-21","",2
"26.08.2016","age","21-24","",1
"26.08.2016","age","45+","",1
"26.08.2016","gender_age","Ж","45+",1
"26.08.2016","gender_age","М","18-21",2
"26.08.2016","gender_age","М","21-24",1
"26.08.2016","cities","Санкт-Петербург","",1
"26.08.2016","cities","Кореновск","",1
"26.08.2016","cities","Ейск","",1
"26.08.2016","countries","Россия","",4
"26.08.2016","members","Новые участники","",1
"25.08.2016","views","","",6
"25.08.2016","visitors","","",4
"25.08.2016","gender","Ж","",1
"25.08.2016","gender","М","",3
"25.08.2016","age","18-21","",2
"25.08.2016","age","21-24","",1
"25.08.2016","age","30-35","",1
"25.08.2016","gender_age","Ж","30-35",1
"25.08.2016","gender_age","М","18-21",2
"25.08.2016","gender_age","М","21-24",1
"25.08.2016","cities","Санкт-Петербург","",3
"25.08.2016","cities","Зима","",1
"25.08.2016","countries","Россия","",4
"25.08.2016","members","Новые участники","",1
"24.08.2016","views","","",4
"24.08.2016","visitors","","",3
"24.08.2016","gender","Ж","",1
"24.08.2016","gender","М","",2
"24.08.2016","age","18-21","",1
"24.08.2016","age","21-24","",1
"24.08.2016","age","45+","",1
"24.08.2016","gender_age","Ж","45+",1
"24.08.2016","gender_age","М","18-21",1
"24.08.2016","gender_age","М","21-24",1
"24.08.2016","cities","Санкт-Петербург","",1
"24.08.2016","countries","Россия","",3
"24.08.2016","sections","Обсуждения","",1
"23.08.2016","views","","",3
"23.08.2016","visitors","","",3
"23.08.2016","gender","Ж","",1
"23.08.2016","gender","М","",2
"23.08.2016","age","21-24","",2
"23.08.2016","age","45+","",1
"23.08.2016","gender_age","Ж","45+",1
"23.08.2016","gender_age","М","21-24",2
"23.08.2016","cities","Сыктывкар","",1
"23.08.2016","cities","Красноярск","",1
"23.08.2016","countries","Россия","",3
"22.08.2016","views","","",15
"22.08.2016","visitors","","",13
"22.08.2016","gender","Ж","",1
"22.08.2016","gender","М","",9
"22.08.2016","age","18-21","",2
"22.08.2016","age","21-24","",4
"22.08.2016","age","24-27","",1
"22.08.2016","age","45+","",1
"22.08.2016","gender_age","М","18-21",2
"22.08.2016","gender_age","М","21-24",4
"22.08.2016","gender_age","М","24-27",1
"22.08.2016","gender_age","М","45+",1
"22.08.2016","cities","Санкт-Петербург","",6
"22.08.2016","cities","Москва","",2
"22.08.2016","countries","Россия","",13
"21.08.2016","views","","",4
"21.08.2016","visitors","","",4
"21.08.2016","gender","М","",4
"21.08.2016","age","18-21","",1
"21.08.2016","age","21-24","",2
"21.08.2016","age","35-45","",1
"21.08.2016","gender_age","М","18-21",1
"21.08.2016","gender_age","М","21-24",2
"21.08.2016","gender_age","М","35-45",1
"21.08.2016","cities","Санкт-Петербург","",2
"21.08.2016","cities","Красноярск","",1
"21.08.2016","countries","Россия","",4
"20.08.2016","views","","",5
"20.08.2016","visitors","","",4
"20.08.2016","gender","Ж","",2
"20.08.2016","gender","М","",2
"20.08.2016","age","21-24","",1
"20.08.2016","age","30-35","",1
"20.08.2016","age","45+","",1
"20.08.2016","gender_age","Ж","21-24",1
"20.08.2016","gender_age","М","30-35",1
"20.08.2016","gender_age","М","45+",1
"20.08.2016","cities","Гатчина","",1
"20.08.2016","countries","Россия","",3
"20.08.2016","countries","Украина","",1
"19.08.2016","views","","",8
"19.08.2016","visitors","","",7
"19.08.2016","gender","Ж","",2
"19.08.2016","gender","М","",5
"19.08.2016","age","18-21","",3
"19.08.2016","age","21-24","",2
"19.08.2016","age","24-27","",1
"19.08.2016","age","35-45","",1
"19.08.2016","gender_age","Ж","18-21",2
"19.08.2016","gender_age","М","18-21",1
"19.08.2016","gender_age","М","21-24",2
"19.08.2016","gender_age","М","24-27",1
"19.08.2016","gender_age","М","35-45",1
"19.08.2016","cities","Санкт-Петербург","",4
"19.08.2016","cities","Донецк","",1
"19.08.2016","cities","Чебоксары","",1
"19.08.2016","countries","Россия","",5
"19.08.2016","countries","Украина","",1
"19.08.2016","countries","Германия","",1
"18.08.2016","views","","",7
"18.08.2016","visitors","","",7
"18.08.2016","gender","Ж","",2
"18.08.2016","gender","М","",4
"18.08.2016","age","18-21","",3
"18.08.2016","age","21-24","",2
"18.08.2016","age","24-27","",1
"18.08.2016","gender_age","Ж","21-24",1
"18.08.2016","gender_age","Ж","24-27",1
"18.08.2016","gender_age","М","18-21",3
"18.08.2016","gender_age","М","21-24",1
"18.08.2016","cities","Санкт-Петербург","",4
"18.08.2016","cities","Los Angeles","",1
"18.08.2016","countries","Россия","",7
"18.08.2016","members","Новые участники","",1
"17.08.2016","views","","",6
"17.08.2016","visitors","","",6
"17.08.2016","gender","М","",5
"17.08.2016","age","18-21","",1
"17.08.2016","age","21-24","",1
"17.08.2016","age","24-27","",1
"17.08.2016","age","27-30","",1
"17.08.2016","age","45+","",1
"17.08.2016","gender_age","М","18-21",1
"17.08.2016","gender_age","М","21-24",1
"17.08.2016","gender_age","М","24-27",1
"17.08.2016","gender_age","М","27-30",1
"17.08.2016","gender_age","М","45+",1
"17.08.2016","cities","Санкт-Петербург","",2
"17.08.2016","cities","Оренбург","",1
"17.08.2016","cities","Новосибирск","",1
"17.08.2016","cities","New York City","",1
"17.08.2016","countries","Россия","",6
"16.08.2016","views","","",4
"16.08.2016","visitors","","",4
"16.08.2016","gender","Ж","",1
"16.08.2016","gender","М","",3
"16.08.2016","age","18-21","",2
"16.08.2016","age","21-24","",1
"16.08.2016","gender_age","М","18-21",2
"16.08.2016","gender_age","М","21-24",1
"16.08.2016","cities","Санкт-Петербург","",3
"16.08.2016","cities","Los Angeles","",1
"16.08.2016","countries","Россия","",4
"16.08.2016","feedback","Нравится","",1
"15.08.2016","views","","",3
"15.08.2016","visitors","","",2
"15.08.2016","gender","Ж","",1
"15.08.2016","gender","М","",1
"15.08.2016","age","18-21","",1
"15.08.2016","age","21-24","",1
"15.08.2016","gender_age","Ж","18-21",1
"15.08.2016","gender_age","М","21-24",1
"15.08.2016","cities","Санкт-Петербург","",2
"15.08.2016","countries","Россия","",2
"14.08.2016","views","","",11
"14.08.2016","visitors","","",6
"14.08.2016","gender","Ж","",1
"14.08.2016","gender","М","",4
"14.08.2016","age","18-21","",2
"14.08.2016","age","21-24","",1
"14.08.2016","age","24-27","",1
"14.08.2016","gender_age","Ж","18-21",1
"14.08.2016","gender_age","М","18-21",1
"14.08.2016","gender_age","М","21-24",1
"14.08.2016","gender_age","М","24-27",1
"14.08.2016","cities","Красноярск","",1
"14.08.2016","cities","Санкт-Петербург","",1
"14.08.2016","cities","Омск","",1
"14.08.2016","countries","Россия","",6
"14.08.2016","sections","Обсуждения","",1
"13.08.2016","views","","",13
"13.08.2016","visitors","","",10
"13.08.2016","gender","Ж","",2
"13.08.2016","gender","М","",8
"13.08.2016","age","18-21","",4
"13.08.2016","age","21-24","",5
"13.08.2016","age","45+","",1
"13.08.2016","gender_age","Ж","18-21",1
"13.08.2016","gender_age","Ж","21-24",1
"13.08.2016","gender_age","М","18-21",3
"13.08.2016","gender_age","М","21-24",4
"13.08.2016","gender_age","М","45+",1
"13.08.2016","cities","Санкт-Петербург","",5
"13.08.2016","cities","Los Angeles","",2
"13.08.2016","cities","Иркутск","",1
"13.08.2016","cities","Харьков","",1
"13.08.2016","countries","Россия","",9
"13.08.2016","countries","Украина","",1
"12.08.2016","views","","",11
"12.08.2016","visitors","","",6
"12.08.2016","gender","М","",5
"12.08.2016","age","18-21","",2
"12.08.2016","age","21-24","",2
"12.08.2016","age","30-35","",1
"12.08.2016","gender_age","М","18-21",2
"12.08.2016","gender_age","М","21-24",2
"12.08.2016","gender_age","М","30-35",1
"12.08.2016","cities","Санкт-Петербург","",3
"12.08.2016","cities","Омск","",1
"12.08.2016","cities","Пятигорск","",1
"12.08.2016","countries","Россия","",6
"12.08.2016","sections","Обсуждения","",1
"12.08.2016","members","Новые участники","",1
"12.08.2016","members","Вышедшие участники","",1
"11.08.2016","views","","",8
"11.08.2016","visitors","","",6
"11.08.2016","gender","Ж","",4
"11.08.2016","gender","М","",2
"11.08.2016","age","18-21","",2
"11.08.2016","age","24-27","",1
"11.08.2016","age","30-35","",1
"11.08.2016","gender_age","Ж","18-21",1
"11.08.2016","gender_age","Ж","30-35",1
"11.08.2016","gender_age","М","18-21",1
"11.08.2016","gender_age","М","24-27",1
"11.08.2016","cities","Санкт-Петербург","",6
"11.08.2016","countries","Россия","",6
"10.08.2016","views","","",5
"10.08.2016","visitors","","",4
"10.08.2016","gender","Ж","",1
"10.08.2016","gender","М","",3
"10.08.2016","age","18-21","",1
"10.08.2016","age","21-24","",1
"10.08.2016","age","24-27","",1
"10.08.2016","age","45+","",1
"10.08.2016","gender_age","Ж","45+",1
"10.08.2016","gender_age","М","18-21",1
"10.08.2016","gender_age","М","21-24",1
"10.08.2016","gender_age","М","24-27",1
"10.08.2016","cities","Санкт-Петербург","",2
"10.08.2016","cities","Москва","",1
"10.08.2016","cities","Нижний Новгород","",1
"10.08.2016","countries","Россия","",4
"09.08.2016","views","","",13
"09.08.2016","visitors","","",9
"09.08.2016","gender","Ж","",3
"09.08.2016","gender","М","",6
"09.08.2016","age","1-18","",1
"09.08.2016","age","18-21","",4
"09.08.2016","age","30-35","",1
"09.08.2016","age","45+","",1
"09.08.2016","gender_age","Ж","1-18",1
"09.08.2016","gender_age","Ж","45+",1
"09.08.2016","gender_age","М","18-21",4
"09.08.2016","gender_age","М","30-35",1
"09.08.2016","cities","Санкт-Петербург","",3
"09.08.2016","cities","Орехово-Зуево","",1
"09.08.2016","cities","Харьков","",1
"09.08.2016","cities","Уфа","",1
"09.08.2016","countries","Россия","",7
"09.08.2016","countries","Украина","",2
"09.08.2016","members","Новые участники","",1
"09.08.2016","members","Вышедшие участники","",1
"08.08.2016","views","","",5
"08.08.2016","visitors","","",4
"08.08.2016","gender","Ж","",1
"08.08.2016","gender","М","",2
"08.08.2016","age","1-18","",1
"08.08.2016","age","18-21","",1
"08.08.2016","age","24-27","",1
"08.08.2016","gender_age","Ж","1-18",1
"08.08.2016","gender_age","М","18-21",1
"08.08.2016","gender_age","М","24-27",1
"08.08.2016","cities","Санкт-Петербург","",1
"08.08.2016","cities","Алматы","",1
"08.08.2016","cities","Астрахань","",1
"08.08.2016","countries","Россия","",3
"08.08.2016","countries","Казахстан","",1
"07.08.2016","views","","",2
"07.08.2016","visitors","","",2
"07.08.2016","gender","Ж","",1
"07.08.2016","gender","М","",1
"07.08.2016","age","18-21","",2
"07.08.2016","gender_age","Ж","18-21",1
"07.08.2016","gender_age","М","18-21",1
"07.08.2016","cities","Санкт-Петербург","",2
"07.08.2016","countries","Россия","",2
"07.08.2016","members","Вышедшие участники","",1
"06.08.2016","views","","",21
"06.08.2016","visitors","","",11
"06.08.2016","gender","М","",11
"06.08.2016","age","1-18","",3
"06.08.2016","age","18-21","",2
"06.08.2016","age","21-24","",3
"06.08.2016","age","24-27","",1
"06.08.2016","age","45+","",1
"06.08.2016","gender_age","М","1-18",3
"06.08.2016","gender_age","М","18-21",2
"06.08.2016","gender_age","М","21-24",3
"06.08.2016","gender_age","М","24-27",1
"06.08.2016","gender_age","М","45+",1
"06.08.2016","cities","Санкт-Петербург","",4
"06.08.2016","cities","Калининград","",2
"06.08.2016","cities","Красноярск","",1
"06.08.2016","cities","Городец","",1
"06.08.2016","cities","Светлогорск","",1
"06.08.2016","cities","Ростов-на-Дону","",1
"06.08.2016","cities","Los Angeles","",1
"06.08.2016","countries","Россия","",11
"06.08.2016","sections","Обсуждения","",1
"05.08.2016","views","","",5
"05.08.2016","visitors","","",4
"05.08.2016","gender","М","",4
"05.08.2016","age","18-21","",1
"05.08.2016","age","21-24","",2
"05.08.2016","gender_age","М","18-21",1
"05.08.2016","gender_age","М","21-24",2
"05.08.2016","cities","Los Angeles","",1
"05.08.2016","cities","Санкт-Петербург","",1
"05.08.2016","cities","Уфа","",1
"05.08.2016","countries","Россия","",4
"05.08.2016","members","Новые участники","",1
"04.08.2016","views","","",10
"04.08.2016","visitors","","",8
"04.08.2016","gender","Ж","",1
"04.08.2016","gender","М","",6
"04.08.2016","age","1-18","",1
"04.08.2016","age","18-21","",3
"04.08.2016","age","21-24","",2
"04.08.2016","age","35-45","",1
"04.08.2016","gender_age","Ж","1-18",1
"04.08.2016","gender_age","М","18-21",3
"04.08.2016","gender_age","М","21-24",2
"04.08.2016","gender_age","М","35-45",1
"04.08.2016","cities","Санкт-Петербург","",3
"04.08.2016","cities","Томск","",1
"04.08.2016","cities","Москва","",1
"04.08.2016","cities","Los Angeles","",1
"04.08.2016","countries","Россия","",7
"04.08.2016","countries","США","",1
"04.08.2016","members","Новые участники","",2
"04.08.2016","members","Вышедшие участники","",1
"03.08.2016","views","","",26
"03.08.2016","visitors","","",9
"03.08.2016","gender","Ж","",2
"03.08.2016","gender","М","",5
"03.08.2016","age","1-18","",1
"03.08.2016","age","18-21","",2
"03.08.2016","age","21-24","",2
"03.08.2016","age","35-45","",1
"03.08.2016","age","45+","",1
"03.08.2016","gender_age","Ж","1-18",1
"03.08.2016","gender_age","Ж","35-45",1
"03.08.2016","gender_age","М","18-21",2
"03.08.2016","gender_age","М","21-24",2
"03.08.2016","gender_age","М","45+",1
"03.08.2016","cities","Санкт-Петербург","",2
"03.08.2016","cities","Москва","",2
"03.08.2016","cities","Красноярск","",1
"03.08.2016","cities","Сокол","",1
"03.08.2016","countries","Россия","",9
"03.08.2016","sections","Обсуждения","",2
"03.08.2016","sections","Видеозаписи","",2
"03.08.2016","members","Новые участники","",1
"02.08.2016","views","","",13
"02.08.2016","visitors","","",8
"02.08.2016","gender","Ж","",1
"02.08.2016","gender","М","",6
"02.08.2016","age","1-18","",1
"02.08.2016","age","18-21","",2
"02.08.2016","age","21-24","",4
"02.08.2016","gender_age","Ж","21-24",1
"02.08.2016","gender_age","М","1-18",1
"02.08.2016","gender_age","М","18-21",2
"02.08.2016","gender_age","М","21-24",3
"02.08.2016","cities","Санкт-Петербург","",4
"02.08.2016","cities","Republic of Niger","",1
"02.08.2016","cities","Одесса","",1
"02.08.2016","cities","Los Angeles","",1
"02.08.2016","countries","Россия","",6
"02.08.2016","countries","Казахстан","",1
"02.08.2016","countries","Украина","",1
"01.08.2016","views","","",7
"01.08.2016","visitors","","",4
"01.08.2016","gender","М","",2
"01.08.2016","age","18-21","",2
"01.08.2016","gender_age","М","18-21",2
"01.08.2016","cities","Тольятти","",1
"01.08.2016","cities","Сыктывкар","",1
"01.08.2016","countries","Россия","",4
"01.08.2016","sections","Видеозаписи","",1
"15.03.2020","reach","","",1
"15.03.2020","reach_subscribers","","",1
"14.03.2020","reach","","",1
"14.03.2020","reach_viral","","",1
"13.03.2020","reach","","",4
"13.03.2020","reach_viral","","",4
"12.03.2020","reach","","",2
"12.03.2020","reach_subscribers","","",1
"12.03.2020","reach_viral","","",1
"11.03.2020","reach","","",1
"11.03.2020","reach_viral","","",1
"10.03.2020","reach","","",14
"10.03.2020","reach_viral","","",14
"08.03.2020","reach","","",1
"08.03.2020","reach_viral","","",1
"07.03.2020","reach","","",6
"07.03.2020","reach_subscribers","","",4
"07.03.2020","reach_viral","","",2
"06.03.2020","reach","","",1
"06.03.2020","reach_subscribers","","",1
"04.03.2020","reach","","",3
"04.03.2020","reach_subscribers","","",3
"03.03.2020","reach","","",1
"03.03.2020","reach_viral","","",1
"02.03.2020","reach","","",2
"02.03.2020","reach_viral","","",2
"01.03.2020","reach","","",3
"01.03.2020","reach_viral","","",3
"29.02.2020","reach","","",1
"29.02.2020","reach_subscribers","","",1
"28.02.2020","reach","","",2
"28.02.2020","reach_viral","","",2
"27.02.2020","reach","","",2
"27.02.2020","reach_viral","","",2
"26.02.2020","reach","","",6
"26.02.2020","reach_subscribers","","",3
"26.02.2020","reach_viral","","",3
"25.02.2020","reach","","",3
"25.02.2020","reach_subscribers","","",2
"25.02.2020","reach_viral","","",1
"24.02.2020","reach","","",7
"24.02.2020","reach_subscribers","","",6
"24.02.2020","reach_viral","","",1
"23.02.2020","reach","","",13
"23.02.2020","reach_subscribers","","",11
"23.02.2020","reach_viral","","",2
"22.02.2020","reach","","",22
"22.02.2020","reach_subscribers","","",22
"21.02.2020","reach","","",2
"21.02.2020","reach_subscribers","","",1
"21.02.2020","reach_viral","","",1
"20.02.2020","reach","","",5
"20.02.2020","reach_subscribers","","",2
"20.02.2020","reach_viral","","",3
"19.02.2020","reach","","",6
"19.02.2020","reach_subscribers","","",4
"19.02.2020","reach_viral","","",2
"18.02.2020","reach","","",7
"18.02.2020","reach_subscribers","","",4
"18.02.2020","reach_viral","","",3
"17.02.2020","reach","","",11
"17.02.2020","reach_subscribers","","",8
"17.02.2020","reach_viral","","",3
"16.02.2020","reach","","",22
"16.02.2020","reach_subscribers","","",16
"16.02.2020","reach_viral","","",6
"15.02.2020","reach","","",45
"15.02.2020","reach_subscribers","","",32
"15.02.2020","reach_viral","","",13
"14.02.2020","reach","","",27
"14.02.2020","reach_subscribers","","",23
"14.02.2020","reach_viral","","",4
"13.02.2020","reach","","",4
"13.02.2020","reach_viral","","",4
"12.02.2020","reach","","",3
"12.02.2020","reach_subscribers","","",1
"12.02.2020","reach_viral","","",2
"11.02.2020","reach","","",4
"11.02.2020","reach_subscribers","","",2
"11.02.2020","reach_viral","","",2
"10.02.2020","reach","","",1
"10.02.2020","reach_subscribers","","",1
"09.02.2020","reach","","",9
"09.02.2020","reach_subscribers","","",3
"09.02.2020","reach_viral","","",6
"08.02.2020","reach","","",30
"08.02.2020","reach_subscribers","","",13
"08.02.2020","reach_viral","","",17
"07.02.2020","reach","","",27
"07.02.2020","reach_subscribers","","",19
"07.02.2020","reach_viral","","",8
"06.02.2020","reach","","",66
"06.02.2020","reach_subscribers","","",54
"06.02.2020","reach_viral","","",12
"05.02.2020","reach","","",57
"05.02.2020","reach_subscribers","","",53
"05.02.2020","reach_viral","","",4
"03.02.2020","reach","","",2
"03.02.2020","reach_subscribers","","",1
"03.02.2020","reach_viral","","",1
"02.02.2020","reach","","",3
"02.02.2020","reach_subscribers","","",1
"02.02.2020","reach_viral","","",2
"31.01.2020","reach","","",2
"31.01.2020","reach_viral","","",2
"30.01.2020","reach","","",1
"30.01.2020","reach_viral","","",1
"29.01.2020","reach","","",1
"29.01.2020","reach_subscribers","","",1
"27.01.2020","reach","","",2
"27.01.2020","reach_viral","","",2
"26.01.2020","reach","","",2
"26.01.2020","reach_subscribers","","",2
"25.01.2020","reach","","",1
"25.01.2020","reach_viral","","",1
"24.01.2020","reach","","",6
"24.01.2020","reach_subscribers","","",4
"24.01.2020","reach_viral","","",2
"23.01.2020","reach","","",1
"23.01.2020","reach_viral","","",1
"22.01.2020","reach","","",4
"22.01.2020","reach_subscribers","","",2
"22.01.2020","reach_viral","","",2
"19.01.2020","reach","","",1
"19.01.2020","reach_viral","","",1
"17.01.2020","reach","","",1
"17.01.2020","reach_viral","","",1
"16.01.2020","reach","","",2
"16.01.2020","reach_subscribers","","",2
"15.01.2020","reach","","",5
"15.01.2020","reach_subscribers","","",1
"15.01.2020","reach_viral","","",4
"14.01.2020","reach","","",1
"14.01.2020","reach_viral","","",1
"13.01.2020","reach","","",3
"13.01.2020","reach_subscribers","","",2
"13.01.2020","reach_viral","","",1
"12.01.2020","reach","","",1
"12.01.2020","reach_subscribers","","",1
"11.01.2020","reach","","",2
"11.01.2020","reach_subscribers","","",2
"10.01.2020","reach","","",1
"10.01.2020","reach_viral","","",1
"09.01.2020","reach","","",7
"09.01.2020","reach_subscribers","","",2
"09.01.2020","reach_viral","","",5
"08.01.2020","reach","","",1
"08.01.2020","reach_subscribers","","",1
"07.01.2020","reach","","",3
"07.01.2020","reach_subscribers","","",1
"07.01.2020","reach_viral","","",2
"06.01.2020","reach","","",2
"06.01.2020","reach_subscribers","","",2
"05.01.2020","reach","","",2
"05.01.2020","reach_subscribers","","",2
"03.01.2020","reach","","",5
"03.01.2020","reach_subscribers","","",1
"03.01.2020","reach_viral","","",4
"02.01.2020","reach","","",5
"02.01.2020","reach_subscribers","","",2
"02.01.2020","reach_viral","","",3
"01.01.2020","reach","","",2
"01.01.2020","reach_viral","","",2
"31.12.2019","reach","","",8
"31.12.2019","reach_subscribers","","",3
"31.12.2019","reach_viral","","",5
"30.12.2019","reach","","",15
"30.12.2019","reach_subscribers","","",9
"30.12.2019","reach_viral","","",6
"29.12.2019","reach","","",35
"29.12.2019","reach_subscribers","","",13
"29.12.2019","reach_viral","","",22
"28.12.2019","reach","","",61
"28.12.2019","reach_subscribers","","",28
"28.12.2019","reach_viral","","",33
"27.12.2019","reach","","",85
"27.12.2019","reach_subscribers","","",69
"27.12.2019","reach_viral","","",16
"26.12.2019","reach","","",3
"26.12.2019","reach_subscribers","","",1
"26.12.2019","reach_viral","","",2
"25.12.2019","reach","","",4
"25.12.2019","reach_subscribers","","",2
"25.12.2019","reach_viral","","",2
"24.12.2019","reach","","",4
"24.12.2019","reach_subscribers","","",2
"24.12.2019","reach_viral","","",2
"23.12.2019","reach","","",13
"23.12.2019","reach_subscribers","","",8
"23.12.2019","reach_viral","","",5
"22.12.2019","reach","","",26
"22.12.2019","reach_subscribers","","",18
"22.12.2019","reach_viral","","",8
"21.12.2019","reach","","",76
"21.12.2019","reach_subscribers","","",65
"21.12.2019","reach_viral","","",11
"20.12.2019","reach","","",27
"20.12.2019","reach_subscribers","","",23
"20.12.2019","reach_viral","","",4
"19.12.2019","reach","","",2
"19.12.2019","reach_subscribers","","",1
"19.12.2019","reach_viral","","",1
"18.12.2019","reach","","",6
"18.12.2019","reach_subscribers","","",3
"18.12.2019","reach_viral","","",3
"17.12.2019","reach","","",2
"17.12.2019","reach_subscribers","","",2
"16.12.2019","reach","","",6
"16.12.2019","reach_subscribers","","",1
"16.12.2019","reach_viral","","",5
"15.12.2019","reach","","",7
"15.12.2019","reach_subscribers","","",4
"15.12.2019","reach_viral","","",3
"14.12.2019","reach","","",4
"14.12.2019","reach_subscribers","","",3
"14.12.2019","reach_viral","","",1
"13.12.2019","reach","","",12
"13.12.2019","reach_subscribers","","",6
"13.12.2019","reach_viral","","",6
"12.12.2019","reach","","",17
"12.12.2019","reach_subscribers","","",6
"12.12.2019","reach_viral","","",11
"11.12.2019","reach","","",27
"11.12.2019","reach_subscribers","","",13
"11.12.2019","reach_viral","","",14
"10.12.2019","reach","","",32
"10.12.2019","reach_subscribers","","",24
