"Дата","Критерий","Парам. №1","Парам. №2","Значение"
"03.11.2019","reach","","",28
"03.11.2019","reach_subscribers","","",14
"03.11.2019","reach_viral","","",14
"02.11.2019","reach","","",30
"02.11.2019","reach_subscribers","","",16
"02.11.2019","reach_viral","","",14
"01.11.2019","reach","","",38
"01.11.2019","reach_subscribers","","",21
"01.11.2019","reach_viral","","",17
"31.10.2019","reach","","",43
"31.10.2019","reach_subscribers","","",15
"31.10.2019","reach_viral","","",28
"30.10.2019","reach","","",27
"30.10.2019","reach_subscribers","","",16
"30.10.2019","reach_viral","","",11
"29.10.2019","reach","","",49
"29.10.2019","reach_subscribers","","",35
"29.10.2019","reach_viral","","",14
"28.10.2019","reach","","",216
"28.10.2019","reach_subscribers","","",195
"28.10.2019","reach_viral","","",21
"27.10.2019","reach","","",264
"27.10.2019","reach_subscribers","","",236
"27.10.2019","reach_viral","","",28
"26.10.2019","reach","","",33
"26.10.2019","reach_subscribers","","",12
"26.10.2019","reach_viral","","",21
"25.10.2019","reach","","",37
"25.10.2019","reach_subscribers","","",14
"25.10.2019","reach_viral","","",23
"24.10.2019","reach","","",46
"24.10.2019","reach_subscribers","","",20
"24.10.2019","reach_viral","","",26
"23.10.2019","reach","","",57
"23.10.2019","reach_subscribers","","",23
"23.10.2019","reach_viral","","",34
"22.10.2019","reach","","",63
"22.10.2019","reach_subscribers","","",25
"22.10.2019","reach_viral","","",38
"21.10.2019","reach","","",265
"21.10.2019","reach_subscribers","","",190
"21.10.2019","reach_viral","","",75
"20.10.2019","reach","","",185
"20.10.2019","reach_subscribers","","",141
"20.10.2019","reach_viral","","",44
"19.10.2019","reach","","",33
"19.10.2019","reach_subscribers","","",15
"19.10.2019","reach_viral","","",18
"18.10.2019","reach","","",39
"18.10.2019","reach_subscribers","","",12
"18.10.2019","reach_viral","","",27
"17.10.2019","reach","","",42
"17.10.2019","reach_subscribers","","",13
"17.10.2019","reach_viral","","",29
"16.10.2019","reach","","",43
"16.10.2019","reach_subscribers","","",19
"16.10.2019","reach_viral","","",24
"15.10.2019","reach","","",43
"15.10.2019","reach_subscribers","","",14
"15.10.2019","reach_viral","","",29
"14.10.2019","reach","","",50
"14.10.2019","reach_subscribers","","",20
"14.10.2019","reach_viral","","",30
"13.10.2019","reach","","",50
"13.10.2019","reach_subscribers","","",18
"13.10.2019","reach_viral","","",32
"12.10.2019","reach","","",131
"12.10.2019","reach_subscribers","","",83
"12.10.2019","reach_viral","","",48
"11.10.2019","reach","","",398
"11.10.2019","reach_subscribers","","",265
"11.10.2019","reach_viral","","",133
"10.10.2019","reach","","",134
"10.10.2019","reach_subscribers","","",60
"10.10.2019","reach_viral","","",74
"09.10.2019","reach","","",321
"09.10.2019","reach_subscribers","","",232
"09.10.2019","reach_viral","","",89
"08.10.2019","reach","","",186
"08.10.2019","reach_subscribers","","",64
"08.10.2019","reach_viral","","",122
"07.10.2019","reach","","",592
"07.10.2019","reach_subscribers","","",250
"07.10.2019","reach_viral","","",342
"06.10.2019","reach","","",82
"06.10.2019","reach_subscribers","","",24
"06.10.2019","reach_viral","","",58
"05.10.2019","reach","","",95
"05.10.2019","reach_subscribers","","",34
"05.10.2019","reach_viral","","",61
"04.10.2019","reach","","",152
"04.10.2019","reach_subscribers","","",52
"04.10.2019","reach_viral","","",100
"03.10.2019","reach","","",399
"03.10.2019","reach_subscribers","","",243
"03.10.2019","reach_viral","","",156
"02.10.2019","reach","","",140
"02.10.2019","reach_subscribers","","",75
"02.10.2019","reach_viral","","",65
"01.10.2019","reach","","",362
"01.10.2019","reach_subscribers","","",221
"01.10.2019","reach_viral","","",141
"30.09.2019","reach","","",356
"30.09.2019","reach_subscribers","","",169
"30.09.2019","reach_viral","","",187
"29.09.2019","reach","","",563
"29.09.2019","reach_subscribers","","",276
"29.09.2019","reach_viral","","",287
"28.09.2019","reach","","",324
"28.09.2019","reach_subscribers","","",167
"28.09.2019","reach_viral","","",157
"27.09.2019","reach","","",518
"27.09.2019","reach_subscribers","","",332
"27.09.2019","reach_viral","","",186
"26.09.2019","reach","","",193
"26.09.2019","reach_subscribers","","",119
"26.09.2019","reach_viral","","",74
"25.09.2019","reach","","",270
"25.09.2019","reach_subscribers","","",139
"25.09.2019","reach_viral","","",131
"24.09.2019","reach","","",411
"24.09.2019","reach_subscribers","","",233
"24.09.2019","reach_viral","","",178
"23.09.2019","reach","","",273
"23.09.2019","reach_subscribers","","",218
"23.09.2019","reach_viral","","",55
"22.09.2019","reach","","",125
"22.09.2019","reach_subscribers","","",29
"22.09.2019","reach_viral","","",96
"21.09.2019","reach","","",118
"21.09.2019","reach_subscribers","","",30
"21.09.2019","reach_viral","","",88
"20.09.2019","reach","","",155
"20.09.2019","reach_subscribers","","",59
"20.09.2019","reach_viral","","",96
"19.09.2019","reach","","",428
"19.09.2019","reach_subscribers","","",197
"19.09.2019","reach_viral","","",231
"18.09.2019","reach","","",352
"18.09.2019","reach_subscribers","","",207
"18.09.2019","reach_viral","","",145
"17.09.2019","reach","","",230
"17.09.2019","reach_subscribers","","",86
"17.09.2019","reach_viral","","",144
"16.09.2019","reach","","",659
"16.09.2019","reach_subscribers","","",336
"16.09.2019","reach_viral","","",323
"15.09.2019","reach","","",527
"15.09.2019","reach_subscribers","","",374
"15.09.2019","reach_viral","","",153
"14.09.2019","reach","","",416
"14.09.2019","reach_subscribers","","",292
"14.09.2019","reach_viral","","",124
"13.09.2019","reach","","",583
"13.09.2019","reach_subscribers","","",337
"13.09.2019","reach_viral","","",246
"12.09.2019","reach","","",1003
"12.09.2019","reach_subscribers","","",567
"12.09.2019","reach_viral","","",436
"11.09.2019","reach","","",779
"11.09.2019","reach_subscribers","","",572
"11.09.2019","reach_viral","","",207
"10.09.2019","reach","","",16
"10.09.2019","reach_subscribers","","",3
"10.09.2019","reach_viral","","",13
"09.09.2019","reach","","",19
"09.09.2019","reach_subscribers","","",4
"09.09.2019","reach_viral","","",15
"08.09.2019","reach","","",14
"08.09.2019","reach_subscribers","","",4
"08.09.2019","reach_viral","","",10
"07.09.2019","reach","","",17
"07.09.2019","reach_subscribers","","",5
"07.09.2019","reach_viral","","",12
"06.09.2019","reach","","",19
"06.09.2019","reach_subscribers","","",6
"06.09.2019","reach_viral","","",13
"05.09.2019","reach","","",12
"05.09.2019","reach_subscribers","","",4
"05.09.2019","reach_viral","","",8
"04.09.2019","reach","","",13
"04.09.2019","reach_subscribers","","",2
"04.09.2019","reach_viral","","",11
"03.09.2019","reach","","",26
"03.09.2019","reach_subscribers","","",4
"03.09.2019","reach_viral","","",22
"02.09.2019","reach","","",16
"02.09.2019","reach_subscribers","","",2
"02.09.2019","reach_viral","","",14
"01.09.2019","reach","","",12
"01.09.2019","reach_subscribers","","",2
"01.09.2019","reach_viral","","",10
"31.08.2019","reach","","",12
"31.08.2019","reach_subscribers","","",2
"31.08.2019","reach_viral","","",10
"30.08.2019","reach","","",26
"30.08.2019","reach_subscribers","","",5
"30.08.2019","reach_viral","","",21
"29.08.2019","reach","","",19
"29.08.2019","reach_subscribers","","",1
"29.08.2019","reach_viral","","",18
"28.08.2019","reach","","",18
"28.08.2019","reach_subscribers","","",3
"28.08.2019","reach_viral","","",15
"27.08.2019","reach","","",15
"27.08.2019","reach_subscribers","","",8
"27.08.2019","reach_viral","","",7
"26.08.2019","reach","","",10
"26.08.2019","reach_subscribers","","",2
"26.08.2019","reach_viral","","",8
"25.08.2019","reach","","",19
"25.08.2019","reach_subscribers","","",4
"25.08.2019","reach_viral","","",15
"24.08.2019","reach","","",7
"24.08.2019","reach_subscribers","","",2
"24.08.2019","reach_viral","","",5
"23.08.2019","reach","","",15
"23.08.2019","reach_subscribers","","",2
"23.08.2019","reach_viral","","",13
"22.08.2019","reach","","",26
"22.08.2019","reach_subscribers","","",3
"22.08.2019","reach_viral","","",23
"21.08.2019","reach","","",19
"21.08.2019","reach_subscribers","","",1
"21.08.2019","reach_viral","","",18
"20.08.2019","reach","","",13
"20.08.2019","reach_subscribers","","",3
"20.08.2019","reach_viral","","",10
"19.08.2019","reach","","",7
"19.08.2019","reach_subscribers","","",1
"19.08.2019","reach_viral","","",6
"18.08.2019","reach","","",16
"18.08.2019","reach_subscribers","","",3
"18.08.2019","reach_viral","","",13
"17.08.2019","reach","","",15
"17.08.2019","reach_subscribers","","",3
"17.08.2019","reach_viral","","",12
"16.08.2019","reach","","",13
"16.08.2019","reach_subscribers","","",2
"16.08.2019","reach_viral","","",11
"15.08.2019","reach","","",13
"15.08.2019","reach_subscribers","","",2
"15.08.2019","reach_viral","","",11
"14.08.2019","reach","","",19
"14.08.2019","reach_subscribers","","",7
"14.08.2019","reach_viral","","",12
"13.08.2019","reach","","",22
"13.08.2019","reach_subscribers","","",4
"13.08.2019","reach_viral","","",18
"12.08.2019","reach","","",21
"12.08.2019","reach_subscribers","","",3
"12.08.2019","reach_viral","","",18
"11.08.2019","reach","","",17
"11.08.2019","reach_subscribers","","",5
"11.08.2019","reach_viral","","",12
"10.08.2019","reach","","",14
"10.08.2019","reach_subscribers","","",3
"10.08.2019","reach_viral","","",11
"09.08.2019","reach","","",17
"09.08.2019","reach_subscribers","","",1
"09.08.2019","reach_viral","","",16
"08.08.2019","reach","","",21
"08.08.2019","reach_subscribers","","",3
"08.08.2019","reach_viral","","",18
"07.08.2019","reach","","",20
"07.08.2019","reach_subscribers","","",1
"07.08.2019","reach_viral","","",19
"06.08.2019","reach","","",20
"06.08.2019","reach_subscribers","","",4
"06.08.2019","reach_viral","","",16
"05.08.2019","reach","","",14
"05.08.2019","reach_viral","","",14
"04.08.2019","reach","","",26
"04.08.2019","reach_subscribers","","",4
"04.08.2019","reach_viral","","",22
"03.08.2019","reach","","",78
"03.08.2019","reach_subscribers","","",5
"03.08.2019","reach_viral","","",73
"02.08.2019","reach","","",17
"02.08.2019","reach_subscribers","","",2
"02.08.2019","reach_viral","","",15
"01.08.2019","reach","","",18
"01.08.2019","reach_subscribers","","",5
"01.08.2019","reach_viral","","",13
"31.07.2019","reach","","",12
"31.07.2019","reach_subscribers","","",2
"31.07.2019","reach_viral","","",10
"30.07.2019","reach","","",14
"30.07.2019","reach_subscribers","","",1
"30.07.2019","reach_viral","","",13
"29.07.2019","reach","","",23
"29.07.2019","reach_subscribers","","",3
"29.07.2019","reach_viral","","",20
"28.07.2019","reach","","",18
"28.07.2019","reach_subscribers","","",8
"28.07.2019","reach_viral","","",10
"27.07.2019","reach","","",17
"27.07.2019","reach_subscribers","","",3
"27.07.2019","reach_viral","","",14
"26.07.2019","reach","","",18
"26.07.2019","reach_subscribers","","",3
"26.07.2019","reach_viral","","",15
"25.07.2019","reach","","",19
"25.07.2019","reach_subscribers","","",4
"25.07.2019","reach_viral","","",15
"24.07.2019","reach","","",15
"24.07.2019","reach_subscribers","","",4
"24.07.2019","reach_viral","","",11
"23.07.2019","reach","","",10
"23.07.2019","reach_subscribers","","",1
"23.07.2019","reach_viral","","",9
"22.07.2019","reach","","",15
"22.07.2019","reach_subscribers","","",2
"22.07.2019","reach_viral","","",13
"21.07.2019","reach","","",16
"21.07.2019","reach_subscribers","","",5
"21.07.2019","reach_viral","","",11
"20.07.2019","reach","","",30
"20.07.2019","reach_subscribers","","",2
"20.07.2019","reach_viral","","",28
"19.07.2019","reach","","",37
"19.07.2019","reach_subscribers","","",3
"19.07.2019","reach_viral","","",34
"18.07.2019","reach","","",19
"18.07.2019","reach_subscribers","","",2
"18.07.2019","reach_viral","","",17
"17.07.2019","reach","","",16
"17.07.2019","reach_viral","","",16
"16.07.2019","reach","","",20
"16.07.2019","reach_subscribers","","",3
"16.07.2019","reach_viral","","",17
"15.07.2019","reach","","",24
"15.07.2019","reach_subscribers","","",4
"15.07.2019","reach_viral","","",20
"14.07.2019","reach","","",41
"14.07.2019","reach_subscribers","","",4
"14.07.2019","reach_viral","","",37
"13.07.2019","reach","","",30
"13.07.2019","reach_subscribers","","",4
"13.07.2019","reach_viral","","",26
"12.07.2019","reach","","",17
"12.07.2019","reach_subscribers","","",2
"12.07.2019","reach_viral","","",15
"11.07.2019","reach","","",15
"11.07.2019","reach_subscribers","","",2
"11.07.2019","reach_viral","","",13
"10.07.2019","reach","","",12
"10.07.2019","reach_subscribers","","",2
"10.07.2019","reach_viral","","",10
"09.07.2019","reach","","",21
"09.07.2019","reach_subscribers","","",3
"09.07.2019","reach_viral","","",18
"08.07.2019","reach","","",23
"08.07.2019","reach_subscribers","","",2
"08.07.2019","reach_viral","","",21
"07.07.2019","reach","","",16
"07.07.2019","reach_subscribers","","",4
"07.07.2019","reach_viral","","",12
"06.07.2019","reach","","",24
"06.07.2019","reach_subscribers","","",6
"06.07.2019","reach_viral","","",18
"05.07.2019","reach","","",18
"05.07.2019","reach_subscribers","","",4
"05.07.2019","reach_viral","","",14
"04.07.2019","reach","","",16
"04.07.2019","reach_subscribers","","",2
"04.07.2019","reach_viral","","",14
"03.07.2019","reach","","",17
"03.07.2019","reach_subscribers","","",1
"03.07.2019","reach_viral","","",16
"02.07.2019","reach","","",13
"02.07.2019","reach_subscribers","","",2
"02.07.2019","reach_viral","","",11
"01.07.2019","reach","","",19
"01.07.2019","reach_viral","","",19
"30.06.2019","reach","","",19
"30.06.2019","reach_subscribers","","",2
"30.06.2019","reach_viral","","",17
"29.06.2019","reach","","",28
"29.06.2019","reach_subscribers","","",2
"29.06.2019","reach_viral","","",26
"28.06.2019","reach","","",16
"28.06.2019","reach_subscribers","","",1
"28.06.2019","reach_viral","","",15
"27.06.2019","reach","","",24
"27.06.2019","reach_subscribers","","",2
"27.06.2019","reach_viral","","",22
"26.06.2019","reach","","",22
"26.06.2019","reach_subscribers","","",4
"26.06.2019","reach_viral","","",18
"25.06.2019","reach","","",13
"25.06.2019","reach_subscribers","","",3
"25.06.2019","reach_viral","","",10
"24.06.2019","reach","","",15
"24.06.2019","reach_subscribers","","",2
"24.06.2019","reach_viral","","",13
"23.06.2019","reach","","",23
"23.06.2019","reach_subscribers","","",3
"23.06.2019","reach_viral","","",20
"22.06.2019","reach","","",13
"22.06.2019","reach_subscribers","","",1
"22.06.2019","reach_viral","","",12
"21.06.2019","reach","","",5
"21.06.2019","reach_viral","","",5
"20.06.2019","reach","","",11
"20.06.2019","reach_subscribers","","",3
"20.06.2019","reach_viral","","",8
"19.06.2019","reach","","",21
"19.06.2019","reach_subscribers","","",3
"19.06.2019","reach_viral","","",18
"18.06.2019","reach","","",13
"18.06.2019","reach_subscribers","","",3
"18.06.2019","reach_viral","","",10
"17.06.2019","reach","","",20
"17.06.2019","reach_viral","","",20
"16.06.2019","reach","","",13
"16.06.2019","reach_subscribers","","",1
"16.06.2019","reach_viral","","",12
"15.06.2019","reach","","",12
"15.06.2019","reach_subscribers","","",1
"15.06.2019","reach_viral","","",11
"14.06.2019","reach","","",20
"14.06.2019","reach_subscribers","","",5
"14.06.2019","reach_viral","","",15
"13.06.2019","reach","","",17
"13.06.2019","reach_subscribers","","",5
"13.06.2019","reach_viral","","",12
"12.06.2019","reach","","",20
"12.06.2019","reach_subscribers","","",3
"12.06.2019","reach_viral","","",17
"11.06.2019","reach","","",6
"11.06.2019","reach_subscribers","","",2
"11.06.2019","reach_viral","","",4
"10.06.2019","reach","","",19
"10.06.2019","reach_subscribers","","",7
"10.06.2019","reach_viral","","",12
"09.06.2019","reach","","",15
"09.06.2019","reach_subscribers","","",2
"09.06.2019","reach_viral","","",13
"08.06.2019","reach","","",7
"08.06.2019","reach_subscribers","","",2
"08.06.2019","reach_viral","","",5
"07.06.2019","reach","","",14
"07.06.2019","reach_subscribers","","",2
"07.06.2019","reach_viral","","",12
"06.06.2019","reach","","",14
"06.06.2019","reach_subscribers","","",3
"06.06.2019","reach_viral","","",11
"05.06.2019","reach","","",19
"05.06.2019","reach_subscribers","","",4
"05.06.2019","reach_viral","","",15
"04.06.2019","reach","","",17
"04.06.2019","reach_subscribers","","",1
"04.06.2019","reach_viral","","",16
"03.06.2019","reach","","",18
"03.06.2019","reach_subscribers","","",2
"03.06.2019","reach_viral","","",16
"02.06.2019","reach","","",24
"02.06.2019","reach_subscribers","","",1
"02.06.2019","reach_viral","","",23
"01.06.2019","reach","","",10
"01.06.2019","reach_subscribers","","",3
"01.06.2019","reach_viral","","",7
"31.05.2019","reach","","",19
"31.05.2019","reach_subscribers","","",4
"31.05.2019","reach_viral","","",15
"30.05.2019","reach","","",16
"30.05.2019","reach_subscribers","","",2
"30.05.2019","reach_viral","","",14
"29.05.2019","reach","","",29
"29.05.2019","reach_subscribers","","",3
"29.05.2019","reach_viral","","",26
"28.05.2019","reach","","",17
"28.05.2019","reach_viral","","",17
"27.05.2019","reach","","",15
"27.05.2019","reach_subscribers","","",4
"27.05.2019","reach_viral","","",11
"26.05.2019","reach","","",30
"26.05.2019","reach_subscribers","","",1
"26.05.2019","reach_viral","","",29
"25.05.2019","reach","","",30
"25.05.2019","reach_subscribers","","",5
"25.05.2019","reach_viral","","",25
"24.05.2019","reach","","",17
"24.05.2019","reach_subscribers","","",3
"24.05.2019","reach_viral","","",14
"23.05.2019","reach","","",14
"23.05.2019","reach_subscribers","","",2
"23.05.2019","reach_viral","","",12
"22.05.2019","reach","","",23
"22.05.2019","reach_subscribers","","",2
"22.05.2019","reach_viral","","",21
"21.05.2019","reach","","",17
"21.05.2019","reach_subscribers","","",3
"21.05.2019","reach_viral","","",14
"20.05.2019","reach","","",41
"20.05.2019","reach_subscribers","","",1
"20.05.2019","reach_viral","","",40
"19.05.2019","reach","","",106
"19.05.2019","reach_subscribers","","",7
"19.05.2019","reach_viral","","",99
"18.05.2019","reach","","",234
"18.05.2019","reach_subscribers","","",5
"18.05.2019","reach_viral","","",229
"17.05.2019","reach","","",17
"17.05.2019","reach_subscribers","","",3
"17.05.2019","reach_viral","","",14
"16.05.2019","reach","","",13
"16.05.2019","reach_subscribers","","",1
"16.05.2019","reach_viral","","",12
"15.05.2019","reach","","",18
"15.05.2019","reach_subscribers","","",2
"15.05.2019","reach_viral","","",16
"14.05.2019","reach","","",20
"14.05.2019","reach_subscribers","","",2
"14.05.2019","reach_viral","","",18
"13.05.2019","reach","","",16
"13.05.2019","reach_subscribers","","",3
"13.05.2019","reach_viral","","",13
"12.05.2019","reach","","",18
"12.05.2019","reach_subscribers","","",7
"12.05.2019","reach_viral","","",11
"11.05.2019","reach","","",15
"11.05.2019","reach_subscribers","","",2
"11.05.2019","reach_viral","","",13
"10.05.2019","reach","","",42
"10.05.2019","reach_subscribers","","",5
"10.05.2019","reach_viral","","",37
"09.05.2019","reach","","",22
"09.05.2019","reach_subscribers","","",7
"09.05.2019","reach_viral","","",15
"08.05.2019","reach","","",26
"08.05.2019","reach_subscribers","","",2
"08.05.2019","reach_viral","","",24
"07.05.2019","reach","","",21
"07.05.2019","reach_subscribers","","",4
"07.05.2019","reach_viral","","",17
"06.05.2019","reach","","",21
"06.05.2019","reach_subscribers","","",1
"06.05.2019","reach_viral","","",20
"05.05.2019","reach","","",16
"05.05.2019","reach_subscribers","","",1
"05.05.2019","reach_viral","","",15
"04.05.2019","reach","","",17
"04.05.2019","reach_viral","","",17
"03.05.2019","reach","","",30
"03.05.2019","reach_subscribers","","",5
"03.05.2019","reach_viral","","",25
"02.05.2019","reach","","",17
"02.05.2019","reach_subscribers","","",8
"02.05.2019","reach_viral","","",9
"01.05.2019","reach","","",10
"01.05.2019","reach_subscribers","","",1
"01.05.2019","reach_viral","","",9
"30.04.2019","reach","","",13
"30.04.2019","reach_subscribers","","",2
"30.04.2019","reach_viral","","",11
"29.04.2019","reach","","",16
"29.04.2019","reach_subscribers","","",2
"29.04.2019","reach_viral","","",14
"28.04.2019","reach","","",20
"28.04.2019","reach_subscribers","","",3
"28.04.2019","reach_viral","","",17
"27.04.2019","reach","","",23
"27.04.2019","reach_subscribers","","",2
"27.04.2019","reach_viral","","",21
"26.04.2019","reach","","",23
"26.04.2019","reach_subscribers","","",4
"26.04.2019","reach_viral","","",19
"25.04.2019","reach","","",17
"25.04.2019","reach_subscribers","","",3
"25.04.2019","reach_viral","","",14
"24.04.2019","reach","","",19
"24.04.2019","reach_subscribers","","",1
"24.04.2019","reach_viral","","",18
"23.04.2019","reach","","",16
"23.04.2019","reach_subscribers","","",1
"23.04.2019","reach_viral","","",15
"22.04.2019","reach","","",17
"22.04.2019","reach_subscribers","","",5
"22.04.2019","reach_viral","","",12
"21.04.2019","reach","","",20
"21.04.2019","reach_subscribers","","",5
"21.04.2019","reach_viral","","",15
"20.04.2019","reach","","",26
"20.04.2019","reach_subscribers","","",4
"20.04.2019","reach_viral","","",22
"19.04.2019","reach","","",12
"19.04.2019","reach_subscribers","","",1
"19.04.2019","reach_viral","","",11
"18.04.2019","reach","","",25
"18.04.2019","reach_subscribers","","",7
"18.04.2019","reach_viral","","",18
"17.04.2019","reach","","",24
"17.04.2019","reach_subscribers","","",3
"17.04.2019","reach_viral","","",21
"16.04.2019","reach","","",22
"16.04.2019","reach_subscribers","","",4
"16.04.2019","reach_viral","","",18
"15.04.2019","reach","","",20
"15.04.2019","reach_subscribers","","",7
"15.04.2019","reach_viral","","",13
"14.04.2019","reach","","",18
"14.04.2019","reach_subscribers","","",4
"14.04.2019","reach_viral","","",14
"13.04.2019","reach","","",21
"13.04.2019","reach_subscribers","","",3
"13.04.2019","reach_viral","","",18
"12.04.2019","reach","","",21
"12.04.2019","reach_subscribers","","",8
"12.04.2019","reach_viral","","",13
"11.04.2019","reach","","",26
"11.04.2019","reach_subscribers","","",8
"11.04.2019","reach_viral","","",18
"10.04.2019","reach","","",26
"10.04.2019","reach_subscribers","","",11
"10.04.2019","reach_viral","","",15
"09.04.2019","reach","","",28
"09.04.2019","reach_subscribers","","",6
"09.04.2019","reach_viral","","",22
"08.04.2019","reach","","",26
"08.04.2019","reach_subscribers","","",5
"08.04.2019","reach_viral","","",21
"07.04.2019","reach","","",28
"07.04.2019","reach_subscribers","","",5
"07.04.2019","reach_viral","","",23
"06.04.2019","reach","","",21
"06.04.2019","reach_subscribers","","",5
"06.04.2019","reach_viral","","",16
"05.04.2019","reach","","",17
"05.04.2019","reach_subscribers","","",5
"05.04.2019","reach_viral","","",12
"04.04.2019","reach","","",30
"04.04.2019","reach_subscribers","","",2
"04.04.2019","reach_viral","","",28
"03.04.2019","reach","","",30
"03.04.2019","reach_subscribers","","",8
"03.04.2019","reach_viral","","",22
"02.04.2019","reach","","",35
"02.04.2019","reach_subscribers","","",1
"02.04.2019","reach_viral","","",34
"01.04.2019","reach","","",25
"01.04.2019","reach_subscribers","","",9
"01.04.2019","reach_viral","","",16
"31.03.2019","reach","","",21
"31.03.2019","reach_subscribers","","",8
"31.03.2019","reach_viral","","",13
"30.03.2019","reach","","",15
"30.03.2019","reach_subscribers","","",3
"30.03.2019","reach_viral","","",12
"29.03.2019","reach","","",25
"29.03.2019","reach_subscribers","","",6
"29.03.2019","reach_viral","","",19
"28.03.2019","reach","","",24
"28.03.2019","reach_subscribers","","",2
"28.03.2019","reach_viral","","",22
"27.03.2019","reach","","",31
"27.03.2019","reach_subscribers","","",8
"27.03.2019","reach_viral","","",23
"26.03.2019","reach","","",23
"26.03.2019","reach_subscribers","","",4
"26.03.2019","reach_viral","","",19
"25.03.2019","reach","","",27
"25.03.2019","reach_subscribers","","",5
"25.03.2019","reach_viral","","",22
"24.03.2019","reach","","",17
"24.03.2019","reach_subscribers","","",4
"24.03.2019","reach_viral","","",13
"23.03.2019","reach","","",22
"23.03.2019","reach_subscribers","","",2
"23.03.2019","reach_viral","","",20
"22.03.2019","reach","","",21
"22.03.2019","reach_subscribers","","",4
"22.03.2019","reach_viral","","",17
"21.03.2019","reach","","",23
"21.03.2019","reach_subscribers","","",4
"21.03.2019","reach_viral","","",19
"20.03.2019","reach","","",21
"20.03.2019","reach_subscribers","","",1
"20.03.2019","reach_viral","","",20
"19.03.2019","reach","","",19
"19.03.2019","reach_subscribers","","",2
"19.03.2019","reach_viral","","",17
"18.03.2019","reach","","",30
"18.03.2019","reach_subscribers","","",3
"18.03.2019","reach_viral","","",27
"17.03.2019","reach","","",20
"17.03.2019","reach_subscribers","","",3
"17.03.2019","reach_viral","","",17
"16.03.2019","reach","","",25
"16.03.2019","reach_subscribers","","",5
"16.03.2019","reach_viral","","",20
"15.03.2019","reach","","",22
"15.03.2019","reach_viral","","",22
"14.03.2019","reach","","",32
"14.03.2019","reach_subscribers","","",5
"14.03.2019","reach_viral","","",27
"13.03.2019","reach","","",127
"13.03.2019","reach_subscribers","","",4
"13.03.2019","reach_viral","","",123
"12.03.2019","reach","","",64
"12.03.2019","reach_subscribers","","",3
"12.03.2019","reach_viral","","",61
"11.03.2019","reach","","",18
"11.03.2019","reach_subscribers","","",5
"11.03.2019","reach_viral","","",13
"10.03.2019","reach","","",21
"10.03.2019","reach_subscribers","","",5
"10.03.2019","reach_viral","","",16
"09.03.2019","reach","","",23
"09.03.2019","reach_subscribers","","",2
"09.03.2019","reach_viral","","",21
"08.03.2019","reach","","",13
"08.03.2019","reach_subscribers","","",2
"08.03.2019","reach_viral","","",11
"07.03.2019","reach","","",16
"07.03.2019","reach_subscribers","","",3
"07.03.2019","reach_viral","","",13
"06.03.2019","reach","","",22
"06.03.2019","reach_subscribers","","",3
"06.03.2019","reach_viral","","",19
"05.03.2019","reach","","",15
"05.03.2019","reach_subscribers","","",2
"05.03.2019","reach_viral","","",13
"04.03.2019","reach","","",20
"04.03.2019","reach_subscribers","","",5
"04.03.2019","reach_viral","","",15
"03.03.2019","reach","","",18
"03.03.2019","reach_subscribers","","",5
"03.03.2019","reach_viral","","",13
"02.03.2019","reach","","",23
"02.03.2019","reach_subscribers","","",8
"02.03.2019","reach_viral","","",15
"01.03.2019","reach","","",29
"01.03.2019","reach_subscribers","","",6
"01.03.2019","reach_viral","","",23
"28.02.2019","reach","","",55
"28.02.2019","reach_subscribers","","",8
"28.02.2019","reach_viral","","",47
"27.02.2019","reach","","",63
"27.02.2019","reach_subscribers","","",4
"27.02.2019","reach_viral","","",59
"26.02.2019","reach","","",12
"26.02.2019","reach_subscribers","","",4
"26.02.2019","reach_viral","","",8
"25.02.2019","reach","","",18
"25.02.2019","reach_subscribers","","",2
"25.02.2019","reach_viral","","",16
"24.02.2019","reach","","",27
"24.02.2019","reach_subscribers","","",5
"24.02.2019","reach_viral","","",22
"23.02.2019","reach","","",22
"23.02.2019","reach_subscribers","","",3
"23.02.2019","reach_viral","","",19
"22.02.2019","reach","","",22
"22.02.2019","reach_subscribers","","",2
"22.02.2019","reach_viral","","",20
"21.02.2019","reach","","",27
"21.02.2019","reach_subscribers","","",3
"21.02.2019","reach_viral","","",24
"20.02.2019","reach","","",29
"20.02.2019","reach_subscribers","","",5
"20.02.2019","reach_viral","","",24
"19.02.2019","reach","","",26
"19.02.2019","reach_subscribers","","",5
"19.02.2019","reach_viral","","",21
"18.02.2019","reach","","",30
"18.02.2019","reach_subscribers","","",3
"18.02.2019","reach_viral","","",27
"17.02.2019","reach","","",62
"17.02.2019","reach_subscribers","","",3
"17.02.2019","reach_viral","","",59
"16.02.2019","reach","","",40
"16.02.2019","reach_subscribers","","",3
"16.02.2019","reach_viral","","",37
"15.02.2019","reach","","",23
"15.02.2019","reach_subscribers","","",5
"15.02.2019","reach_viral","","",18
"14.02.2019","reach","","",17
"14.02.2019","reach_subscribers","","",5
"14.02.2019","reach_viral","","",12
"13.02.2019","reach","","",14
"13.02.2019","reach_subscribers","","",4
"13.02.2019","reach_viral","","",10
"12.02.2019","reach","","",29
"12.02.2019","reach_subscribers","","",4
"12.02.2019","reach_viral","","",25
"11.02.2019","reach","","",23
"11.02.2019","reach_subscribers","","",4
"11.02.2019","reach_viral","","",19
"10.02.2019","reach","","",20
